FIPS,County,State,Republican,Democrat,
20181,Sherman ,KS,2269,396,
20183,Smith ,KS,1763,336,
20185,Stafford ,KS,1645,357,
20187,Stanton ,KS,614,148,
20189,Stevens ,KS,1760,237,
20191,Sumner ,KS,8105,2591,
20193,Thomas ,KS,3130,625,
20195,Trego ,KS,1363,242,
20197,Wabaunsee ,KS,2845,964,
20199,Wallace ,KS,770,44,
20201,Washington ,KS,2363,475,
20203,Wichita ,KS,808,149,
20205,Wilson ,KS,3153,723,
20207,Woodson ,KS,1228,294,
20209,Wyandotte ,KS,18934,36788,
22001,Acadia ,LA,22596,5443,
22003,Allen ,LA,7574,2108,
22005,Ascension ,LA,40687,20399,
22007,Assumption ,LA,7271,3833,
22009,Avoyelles ,LA,12028,4979,
22011,Beauregard ,LA,13575,2542,
22013,Bienville ,LA,3891,3067,
22015,Bossier ,LA,38074,15662,
22017,Caddo ,LA,48021,55110,
22019,Calcasieu ,LA,55066,25982,
22021,Caldwell ,LA,3976,745,
22023,Cameron ,LA,3671,324,
22025,Catahoula ,LA,3541,1269,
22027,Claiborne ,LA,3770,2731,
22029,Concordia ,LA,5550,3177,
22031,De Soto ,LA,9112,5457,
22033,East Baton Rouge ,LA,88420,115577,
22035,East Carroll ,LA,1080,1900,
22037,East Feliciana ,LA,6064,4280,
22039,Evangeline ,LA,11053,4158,
22041,Franklin ,LA,6970,2658,
22043,Grant ,LA,8117,1157,
22045,Iberia ,LA,21251,11027,
22047,Iberville ,LA,7893,8514,
22049,Jackson ,LA,5394,2143,
22051,Jefferson ,LA,105949,84477,
22053,Jefferson Davis ,LA,11423,3208,
22055,Lafayette ,LA,72519,39685,
22057,Lafourche ,LA,36024,8672,
22059,LaSalle ,LA,6378,638,
22061,Lincoln ,LA,11311,7559,
22063,Livingston ,LA,54877,9249,
22065,Madison ,LA,1930,2654,
22067,Morehouse ,LA,6510,4946,
22069,Natchitoches ,LA,9358,6896,
22071,Orleans ,LA,26664,147854,
22073,Ouachita ,LA,42255,25913,
22075,Plaquemines ,LA,7412,3414,
22077,Pointe Coupee ,LA,7503,4683,
22079,Rapides ,LA,38347,19475,
22081,Red River ,LA,2413,1644,
22083,Richland ,LA,6607,3225,
22085,Sabine ,LA,8776,1731,
22087,St. Bernard ,LA,11179,6151,
22089,St. Charles ,LA,18233,9800,
22091,St. Helena ,LA,2714,3346,
22093,St. James ,LA,5954,6510,
22095,St. John the Baptist ,LA,7538,13582,
22097,St. Landry ,LA,23171,17372,
22099,St. Martin ,LA,18203,8439,
22101,St. Mary ,LA,14811,8055,
22103,St. Tammany ,LA,99666,37746,
22105,Tangipahoa ,LA,37806,18887,
22107,Tensas ,LA,1197,1329,
22109,Terrebonne ,LA,34339,11198,
22111,Union ,LA,8407,2654,
22113,Vermilion ,LA,21930,5009,
22115,Vernon ,LA,14107,2898,
22117,Washington ,LA,13307,5970,
22119,Webster ,LA,11830,6172,
22121,West Baton Rouge ,LA,7684,6200,
22123,West Carroll ,LA,4317,710,
22125,West Feliciana ,LA,3863,2298,
22127,Winn ,LA,4619,1543,
27001,Aitkin ,MN,6258,3607,
27003,Anoka ,MN,104902,100893,
27005,Becker ,MN,12438,6589,
27007,Beltrami ,MN,12188,11426,
27009,Benton ,MN,14382,7280,
27011,Big Stone ,MN,1863,1053,
27013,Blue Earth ,MN,16731,18330,
27015,Brown ,MN,9552,4753,
27017,Carlton ,MN,9791,10098,
27019,Carver ,MN,34009,30774,
27021,Cass ,MN,11620,6342,
27023,Chippewa ,MN,4250,2226,
27025,Chisago ,MN,21916,11806,
27027,Clay ,MN,15043,16357,
27029,Clearwater ,MN,3372,1260,
27031,Cook ,MN,1203,2496,
27033,Cottonwood ,MN,4165,1834,
27035,Crow Wing ,MN,25676,13726,
27037,Dakota ,MN,109638,146155,
27039,Dodge ,MN,7783,4079,
27041,Douglas ,MN,15799,7868,
27043,Faribault ,MN,5191,2531,
27045,Fillmore ,MN,7301,4551,
27047,Freeborn ,MN,9578,6889,
27049,Goodhue ,MN,16052,11806,
27051,Grant ,MN,2269,1300,
27053,Hennepin ,MN,205973,532623,
27055,Houston ,MN,6334,4853,
27057,Hubbard ,MN,8202,4462,
27059,Isanti ,MN,16491,7138,
27061,Itasca ,MN,15239,10786,
27063,Jackson ,MN,3948,1745,
27065,Kanabec ,MN,6278,2774,
27067,Kandiyohi ,MN,14437,8440,
27069,Kittson ,MN,1546,1006,
27071,Koochiching ,MN,4131,2659,
27073,Lac qui Parle ,MN,2528,1446,
27075,Lake ,MN,3393,3647,
27077,Lake of the Woods,MN,1704,671,
27079,Le Sueur ,MN,10775,5672,
27081,Lincoln ,MN,2121,937,
27083,Lyon ,MN,7979,4634,
27085,McLeod ,MN,13986,6413,
27087,Mahnomen ,MN,1142,1112,
27089,Marshall ,MN,3721,1295,
27091,Martin ,MN,7480,3305,
27093,Meeker ,MN,9359,3867,
27095,Mille Lacs ,MN,9952,4404,
27097,Morrison ,MN,14821,4367,
27099,Mower ,MN,10025,8899,
27101,Murray ,MN,3363,1449,
27103,Nicollet ,MN,9018,9622,
27105,Nobles ,MN,5600,2933,
27107,Norman ,MN,1953,1404,
27109,Olmsted ,MN,39692,49491,
27111,Otter Tail ,MN,23800,11958,
27113,Pennington ,MN,4532,2568,
27115,Pine ,MN,10256,5419,
27117,Pipestone ,MN,3553,1306,
27119,Polk ,MN,9865,5439,
27121,Pope ,MN,4417,2477,
27123,Ramsey ,MN,77376,211620,
27125,Red Lake ,MN,1454,691,
27127,Redwood ,MN,5771,2355,
27129,Renville ,MN,5467,2496,
27131,Rice ,MN,17464,17402,
27133,Rock ,MN,3583,1556,
27135,Roseau ,MN,6065,2188,
27137,St. Louis ,MN,49017,67704,
27139,Scott ,MN,45872,40040,
27141,Sherburne ,MN,36222,18065,
27143,Sibley ,MN,5864,2417,
27145,Stearns ,MN,50959,31879,
27147,Steele ,MN,12656,7917,
27149,Stevens ,MN,3044,1922,
27151,Swift ,MN,3316,1784,
27153,Todd ,MN,9753,3286,
27155,Traverse ,MN,1172,661,
27157,Wabasha ,MN,8153,4696,
27159,Wadena ,MN,5520,2023,
27161,Waseca ,MN,6624,3496,
27163,Washington ,MN,73764,89165,
27165,Watonwan ,MN,3103,1987,
27167,Wilkin ,MN,2328,1026,
27169,Winona ,MN,13227,13333,
27171,Wright ,MN,51973,28430,
27173,Yellow Medicine ,MN,3734,1688,
28001,Adams ,MS,5696,7917,
28003,Alcorn ,MS,12818,2782,
28005,Amite ,MS,4503,2620,
28007,Attala ,MS,5178,3542,
28009,Benton ,MS,2570,1679,
28011,Bolivar ,MS,4671,8904,
28013,Calhoun ,MS,4625,1902,
28015,Carroll ,MS,3924,1729,
28017,Chickasaw ,MS,4175,3810,
28019,Choctaw ,MS,3001,1185,
28021,Claiborne ,MS,603,3772,
28023,Clarke ,MS,5417,2838,
28025,Clay ,MS,4181,5844,
28027,Coahoma ,MS,2375,6020,
28029,Copiah ,MS,6250,6470,
28031,Covington ,MS,5854,3416,
28033,DeSoto ,MS,46462,28265,
28035,Forrest ,MS,17290,13755,
28037,Franklin ,MS,2923,1480,
28039,George ,MS,9713,1218,
28041,Greene ,MS,4794,966,
28043,Grenada ,MS,6081,4734,
28045,Hancock ,MS,16132,4504,
28047,Harrison ,MS,46822,27728,
28049,Hinds ,MS,25141,73550,
28051,Holmes ,MS,1369,6588,
28053,Humphreys ,MS,1118,3016,
28055,Issaquena ,MS,308,355,
28057,Itawamba ,MS,9438,1249,
28059,Jackson ,MS,36295,17375,
28061,Jasper ,MS,4302,4341,
28063,Jefferson ,MS,531,3327,
28065,Jefferson Davis ,MS,2534,3599,
28067,Jones ,MS,21226,8517,
28069,Kemper ,MS,1787,2887,
28071,Lafayette ,MS,12949,10070,
28073,Lamar ,MS,20704,7340,
28075,Lauderdale ,MS,17967,12960,
28077,Lawrence ,MS,4285,2260,
28079,Leake ,MS,5228,3897,
28081,Lee ,MS,24207,12189,
28083,Leflore ,MS,3129,7648,
28085,Lincoln ,MS,11596,5040,
28087,Lowndes ,MS,13800,13087,
28089,Madison ,MS,31091,24440,
28091,Marion ,MS,8273,3787,
28093,Marshall ,MS,7566,8057,
28095,Monroe ,MS,11177,5874,
28097,Montgomery ,MS,2917,2121,
28099,Neshoba ,MS,8320,3260,
28101,Newton ,MS,6997,3075,
28103,Noxubee ,MS,1240,4040,
28105,Oktibbeha ,MS,9004,10299,
28107,Panola ,MS,8060,7403,
28109,Pearl River ,MS,19595,4148,
28111,Perry ,MS,4500,1362,
28113,Pike ,MS,8479,8646,
28115,Pontotoc ,MS,11550,2614,
28117,Prentiss ,MS,8370,2153,
28119,Quitman ,MS,1026,2150,
28121,Rankin ,MS,50895,18847,
28123,Scott ,MS,6285,4330,
28125,Sharkey ,MS,688,1465,
28127,Simpson ,MS,7635,4037,
28129,Smith ,MS,6458,1791,
28131,Stone ,MS,5964,1802,
28133,Sunflower ,MS,2799,6781,
28135,Tallahatchie ,MS,2488,3105,
28137,Tate ,MS,8707,4183,
28139,Tippah ,MS,8054,1937,
28141,Tishomingo ,MS,7933,1059,
28143,Tunica ,MS,926,2580,
28145,Union ,MS,10373,2160,
28147,Walthall ,MS,4220,2835,
28149,Warren ,MS,10365,10442,
28151,Washington ,MS,5300,12503,
28153,Wayne ,MS,6307,3624,
28155,Webster ,MS,4291,1043,
28157,Wilkinson ,MS,1324,2749,
28159,Winston ,MS,5112,4040,
28161,Yalobusha ,MS,3671,2785,
28163,Yazoo ,MS,4832,5496,
29001,Adair ,MO,6413,3710,
29003,Andrew ,MO,7255,2351,
29005,Atchison ,MO,2199,564,
29007,Audrain ,MO,7732,2704,
29009,Barry ,MO,12425,2948,
29011,Barton ,MO,5168,844,
29013,Bates ,MO,6597,1672,
29015,Benton ,MO,8109,2180,
29017,Bollinger ,MO,5167,750,
29019,Boone ,MO,38646,50064,
29021,Buchanan ,MO,22450,13445,
29023,Butler ,MO,14602,3301,
29025,Caldwell ,MO,3725,897,
29027,Callaway ,MO,14815,5870,
29029,Camden ,MO,18850,5652,
29031,Cape Girardeau ,MO,28907,10760,
29033,Carroll ,MO,3706,786,
29035,Carter ,MO,2451,418,
29037,Cass ,MO,37197,19052,
29039,Cedar ,MO,5788,1145,
29041,Chariton ,MO,3111,916,
29043,Christian ,MO,34920,11131,
29045,Clark ,MO,2672,678,
29047,Clay ,MO,64605,59400,
29049,Clinton ,MO,7799,2896,
29051,Cole ,MO,26086,12694,
29053,Cooper ,MO,6272,2249,
29055,Crawford ,MO,8725,2113,
29057,Dade ,MO,3414,656,
29059,Dallas ,MO,6619,1380,
29061,Daviess ,MO,3102,746,
29063,DeKalb ,MO,3828,930,
29065,Dent ,MO,5987,1056,
29067,Douglas ,MO,5898,1016,
29069,Dunklin ,MO,8135,2200,
29071,Franklin ,MO,38058,14569,
29073,Gasconade ,MO,6222,1601,
29075,Gentry ,MO,2581,613,
29077,Greene ,MO,83630,55068,
29079,Grundy ,MO,3585,799,
29081,Harrison ,MO,3198,597,
29083,Henry ,MO,8027,2619,
29085,Hickory ,MO,3966,1056,
29087,Holt ,MO,1976,338,
29089,Howard ,MO,3553,1413,
29091,Howell ,MO,15181,3218,
29093,Iron ,MO,3596,945,
29095,Jackson ,MO,126535,199842,
29097,Jasper ,MO,37728,13549,
29099,Jefferson ,MO,77046,37523,
29101,Johnson ,MO,15489,6974,
29103,Knox ,MO,1486,340,
29105,Laclede ,MO,13762,2780,
29107,Lafayette ,MO,12273,4472,
29109,Lawrence ,MO,14426,3214,
29111,Lewis ,MO,3553,984,
29113,Lincoln ,MO,21848,6607,
29115,Linn ,MO,4363,1275,
29117,Livingston ,MO,5267,1410,
29119,McDonald ,MO,7465,1439,
29121,Macon ,MO,6076,1662,
29123,Madison ,MO,4584,1019,
29125,Maries ,MO,3892,814,
29127,Marion ,MO,9915,3202,
29129,Mercer ,MO,1541,222,
29131,Miller ,MO,10176,2038,
29133,Mississippi ,MO,3537,1178,
29135,Moniteau ,MO,5744,1308,
29137,Monroe ,MO,3477,936,
29139,Montgomery ,MO,4465,1208,
29141,Morgan ,MO,7442,1924,
29143,New Madrid ,MO,5447,1748,
29145,Newton ,MO,22120,5818,
29147,Nodaway ,MO,6865,2853,
29149,Oregon ,MO,3847,823,
29151,Osage ,MO,6425,1037,
29153,Ozark ,MO,4064,752,
29155,Pemiscot ,MO,4120,1560,
29157,Perry ,MO,7657,1664,
29159,Pettis ,MO,13854,4783,
29161,Phelps ,MO,13480,5637,
29163,Pike ,MO,5863,1717,
29165,Platte ,MO,28917,27179,
29167,Polk ,MO,11850,2885,
29169,Pulaski ,MO,10329,3740,
29171,Putnam ,MO,1984,361,
29173,Ralls ,MO,4396,1205,
29175,Randolph ,MO,8018,2485,
29177,Ray ,MO,8345,3109,
29179,Reynolds ,MO,2733,529,
29181,Ripley ,MO,4839,833,
29183,St. Charles ,MO,128389,89530,
29185,St. Clair ,MO,3932,988,
29186,Ste. Genevieve ,MO,6630,2713,
29187,St. Francois ,MO,20511,7044,
29189,St. Louis ,MO,199493,328151,
29195,Saline,MO,6451,2904,
29197,Schuyler ,MO,1606,373,
29199,Scotland ,MO,1560,388,
29201,Scott ,MO,13769,3753,
29203,Shannon ,MO,3165,706,
29205,Shelby ,MO,2700,592,
29207,Stoddard ,MO,11484,1819,
29209,Stone ,MO,14800,3506,
29211,Sullivan ,MO,1974,478,
29213,Taney ,MO,20508,5339,
29215,Texas ,MO,9478,1716,
29217,Vernon ,MO,7155,1903,
29219,Warren ,MO,13222,4769,
29221,Washington ,MO,8047,1804,
29223,Wayne ,MO,4987,845,
29225,Webster ,MO,14880,3573,
29227,Worth ,MO,877,215,
29229,Wright ,MO,7453,1168,
29510,"St. Louis, City of",MO,21474,110089,
30001,Beaverhead ,MT,3923,1608,
30003,Big Horn ,MT,2207,2491,
30005,Blaine ,MT,1469,1589,
30007,Broadwater ,MT,3173,835,
30009,Carbon ,MT,4468,2421,
30011,Carter ,MT,775,74,
30013,Cascade ,MT,23315,15456,
30015,Chouteau ,MT,1891,991,
30017,Custer ,MT,4205,1514,
30019,Daniels ,MT,799,195,
30021,Dawson ,MT,3758,962,
30023,Deer Lodge ,MT,2186,2562,
30025,Fallon ,MT,1375,172,
30027,Fergus ,MT,4869,1496,
30029,Flathead ,MT,38321,20274,
30031,Gallatin ,MT,31696,37044,
30033,Garfield ,MT,764,41,
30035,Glacier ,MT,1884,3610,
30037,Golden Valley ,MT,414,78,
30039,Granite ,MT,1419,638,
30041,Hill ,MT,3957,2981,
30043,Jefferson ,MT,5345,2625,
30045,Judith Basin ,MT,1040,275,
30047,Lake ,MT,9322,6916,
30049,Lewis and Clark ,MT,21409,19743,
30051,Liberty ,MT,821,249,
30053,Lincoln ,MT,8672,2835,
30055,McCone ,MT,4191,1771,
30057,Madison ,MT,956,155,
30059,Meagher ,MT,833,258,
30061,Mineral ,MT,1828,686,
30063,Missoula ,MT,26347,43357,
30065,Musselshell ,MT,2423,413,
30067,Park ,MT,6025,5280,
30069,Petroleum ,MT,298,39,
30071,Phillips ,MT,1936,416,
30073,Pondera ,MT,2031,903,
30075,Powder River ,MT,970,154,
30077,Powell ,MT,2355,752,
30079,Prairie ,MT,603,126,
30081,Ravalli ,MT,19114,8763,
30083,Richland ,MT,4800,875,
30085,Roosevelt ,MT,1996,1910,
30087,Rosebud ,MT,2486,1199,
30089,Sanders ,MT,5660,1820,
30091,Sheridan ,MT,1403,574,
30093,Silver Bow ,MT,7745,10392,
30095,Stillwater ,MT,4462,1156,
30097,Sweet Grass ,MT,1840,549,
30099,Teton ,MT,2608,1007,
30101,Toole ,MT,1596,467,
30103,Treasure ,MT,373,78,
30105,Valley ,MT,3135,1030,
30107,Wheatland ,MT,823,225,
30109,Wibaux ,MT,516,77,
30111,Yellowstone ,MT,50772,30679,
31001,Adams County,NE,10085,4213,
31003,Antelope County,NE,3093,452,
31005,Arthur County,NE,260,21,
31007,Banner County,NE,362,43,
31009,Blaine County,NE,280,35,
31011,Boone County,NE,2653,499,
31013,Box Butte County,NE,4002,1051,
31015,Boyd County,NE,1010,135,
31017,Brown County,NE,1470,191,
31019,Buffalo County,NE,16640,6350,
31021,Burt County,NE,2580,1063,
31023,Butler County,NE,3542,873,
31025,Cass County,NE,10121,4737,
31027,Cedar County,NE,4174,725,
31029,Chase County,NE,1740,226,
31031,Cherry County,NE,2844,373,
31033,Cheyenne County,NE,3813,855,
31035,Clay County,NE,2848,632,
31037,Colfax County,NE,2636,1025,
31039,Cuming County,NE,3507,870,
31041,Custer County,NE,5090,786,
31043,Dakota County,NE,3926,2744,
31045,Dawes County,NE,2931,1082,
31047,Dawson County,NE,6524,2497,
31049,Deuel County,NE,871,141,
31051,Dixon County,NE,2335,651,
31053,Dodge County,NE,10984,5544,
31055,Douglas County,NE,119159,150350,
31057,Dundy County,NE,883,105,
31059,Fillmore County,NE,2359,693,
31061,Franklin County,NE,1437,276,
31063,Frontier County,NE,1229,189,
31065,Furnas County,NE,2163,399,
31067,Gage County,NE,7445,3385,
31069,Garden County,NE,1016,161,
31071,Garfield County,NE,933,133,
31073,Gosper County,NE,893,215,
31075,Grant County,NE,375,20,
31077,Greeley County,NE,1016,229,
31079,Hall County,NE,16189,7681,
31081,Hamilton County,NE,4309,1118,
31083,Harlan County,NE,1615,282,
31085,Hayes County,NE,494,34,
31087,Hitchcock County,NE,1264,185,
31089,Holt County,NE,4769,686,
31091,Hooker County,NE,376,59,
31093,Howard County,NE,2786,648,
31095,Jefferson County,NE,2616,1016,
31097,Johnson County,NE,1518,647,
31099,Kearney County,NE,2822,701,
31101,Keith County,NE,3544,763,
31103,Keya Paha County,NE,476,49,
31105,Kimball County,NE,1563,268,
31107,Knox County,NE,3721,905,
31109,Lancaster County,NE,70092,82293,
31111,Lincoln County,NE,13071,3692,
31113,Logan County,NE,407,38,
31115,Loup County,NE,370,75,
31117,McPherson County,NE,275,17,
31119,Madison County,NE,11940,3478,
31121,Merrick County,NE,3419,743,
31123,Morrill County,NE,2113,386,
31125,Nance County,NE,1437,359,
31127,Nemaha County,NE,2428,921,
31129,Nuckolls County,NE,1857,409,
31131,Otoe County,NE,5649,2490,
31133,Pawnee County,NE,1071,322,
31135,Perkins County,NE,1321,199,
31137,Phelps County,NE,4157,752,
31139,Pierce County,NE,3462,480,
31141,Platte County,NE,12186,3260,
31143,Polk County,NE,2291,530,
31145,Red Willow County,NE,4525,811,
31147,Richardson County,NE,3073,996,
31149,Rock County,NE,744,84,
31151,Saline County,NE,3631,1986,
31153,Sarpy County,NE,51979,41206,
31155,Saunders County,NE,9108,3331,
31157,Scotts Bluff County,NE,10952,4196,
31159,Seward County,NE,6490,2438,
31161,Sheridan County,NE,2292,340,
31163,Sherman County,NE,1322,343,
31165,Sioux County,NE,642,72,
31167,Stanton County,NE,2561,532,
31169,Thayer County,NE,2308,624,
31171,Thomas County,NE,377,45,
31173,Thurston County,NE,1180,1122,
31175,Valley County,NE,1901,412,
31177,Washington County,NE,8583,3554,
31179,Wayne County,NE,3055,1022,
31181,Webster County,NE,1511,335,
31183,Wheeler County,NE,438,59,
31185,York County,NE,5337,1630,
32001,Churchill ,NV,9372,3051,
32003,Clark ,NV,430930,521852,
32005,Douglas ,NV,21630,11571,
32007,Elko ,NV,16741,4557,
32009,Esmeralda ,NV,400,74,
32011,Eureka ,NV,895,105,
32013,Humboldt ,NV,5877,1689,
32015,Lander ,NV,2198,496,
32017,Lincoln ,NV,2067,330,
32019,Lyon ,NV,20914,8473,
32021,Mineral ,NV,1423,829,
32023,Nye ,NV,17528,7288,
32027,Pershing ,NV,1731,547,
32029,Storey ,NV,1908,902,
32031,Washoe ,NV,116760,128128,
32033,White Pine ,NV,3403,859,
32510,Carson City,NV,16113,12735,
35001,Bernalillo ,NM,116135,193757,
35003,Catron ,NM,1698,595,
35005,Chaves ,NM,15656,6381,
35006,Cibola ,NM,3975,4745,
35007,Colfax ,NM,3271,2611,
35009,Curry ,NM,10444,4307,
35011,De Baca ,NM,656,231,
35013,Do?a Ana ,NM,32802,47957,
35015,Eddy ,NM,17454,5424,
35017,Grant ,NM,6553,7590,
35019,Guadalupe ,NM,917,1234,
35021,Harding ,NM,319,179,
35023,Hidalgo ,NM,1120,823,
35025,Lea ,NM,16531,4061,
35027,Lincoln ,NM,6942,3194,
35028,Los Alamos,NM,4278,7554,
35029,Luna ,NM,4408,3563,
35031,McKinley ,NM,7801,18029,
35033,Mora ,NM,903,1745,
35035,Otero ,NM,14521,8485,
35037,Quay ,NM,2634,1170,
35039,Rio Arriba ,NM,5408,10990,
35041,Roosevelt ,NM,4634,1802,
35043,Sandoval ,NM,32874,18083,
35045,San Juan ,NM,3421,7888,
35047,San Miguel ,NM,34174,40588,
35049,Santa Fe ,NM,18329,62530,
35051,Sierra ,NM,3542,2265,
35053,Socorro ,NM,3255,3722,
35055,Taos ,NM,3715,13121,
35057,Torrance ,NM,4772,2344,
35059,Union ,NM,1388,383,
35061,Valencia ,NM,17364,14263,
38001,Adams ,ND,981,258,
38003,Barnes ,ND,3568,1820,
38005,Benson ,ND,1094,822,
38007,Billings ,ND,541,72,
38009,Bottineau ,ND,2575,821,
38011,Bowman ,ND,1395,228,
38013,Burke ,ND,994,137,
38015,Burleigh ,ND,34744,14348,
38017,Cass ,ND,42619,40311,
38019,Cavalier ,ND,1499,474,
38021,Dickey ,ND,1742,608,
38023,Divide ,ND,904,265,
38025,Dunn ,ND,1951,342,
38027,Eddy ,ND,854,383,
38029,Emmons ,ND,1738,237,
38031,Foster ,ND,1362,373,
38033,Golden Valley ,ND,871,137,
38035,Grand Forks ,ND,16987,12880,
38037,Grant ,ND,1145,207,
38039,Griggs ,ND,907,308,
38041,Hettinger ,ND,1091,196,
38043,Kidder ,ND,1215,221,
38045,LaMoure ,ND,1645,527,
38047,Logan ,ND,930,128,
38049,McHenry ,ND,2364,564,
38051,McIntosh ,ND,1153,261,
38053,McKenzie ,ND,4482,814,
38055,McLean ,ND,4198,1230,
38057,Mercer ,ND,3856,704,
38059,Morton ,ND,12243,3872,
38061,Mountrail ,ND,2824,1256,
38063,Nelson ,ND,1141,586,
38065,Oliver ,ND,918,129,
38067,Pembina ,ND,2460,786,
38069,Pierce ,ND,1585,497,
38071,Ramsey ,ND,3577,1639,
38073,Ransom ,ND,1418,945,
38075,Renville ,ND,1065,220,
38077,Richland ,ND,5072,2510,
38079,Rolette ,ND,1257,2482,
38081,Sargent ,ND,1266,738,
38083,Sheridan ,ND,688,104,
38085,Sioux ,ND,258,804,
38087,Slope ,ND,380,44,
38089,Stark ,ND,12110,2499,
38091,Steele ,ND,652,392,
38093,Stutsman ,ND,6994,2676,
38095,Towner ,ND,830,317,
38097,Traill ,ND,2522,1493,
38099,Walsh ,ND,3324,1333,
38101,Ward ,ND,19974,7293,
38103,Wells ,ND,1893,442,
38105,Williams ,ND,11739,2169,
40001,Adair ,OK,5585,1387,
40003,Alfalfa ,OK,1978,232,
40005,Atoka ,OK,4557,765,
40007,Beaver ,OK,1968,190,
40009,Beckham ,OK,6767,1048,
40011,Blaine ,OK,3136,688,
40013,Bryan ,OK,12344,3323,
40015,Caddo ,OK,7013,2670,
40017,Canadian ,OK,43550,16742,
40019,Carter ,OK,14699,4470,
40021,Cherokee ,OK,11223,6027,
40023,Choctaw ,OK,4698,1082,
40025,Cimarron ,OK,970,70,
40027,Cleveland ,OK,66677,49827,
40029,Coal ,OK,2091,374,
40031,Comanche ,OK,20905,13747,
40033,Cotton ,OK,2117,393,
40035,Craig ,OK,4686,1217,
40037,Creek ,OK,23294,6577,
40039,Custer ,OK,8060,2369,
40041,Delaware ,OK,13557,3472,
40043,Dewey ,OK,2124,214,
40045,Ellis ,OK,1688,162,
40047,Garfield ,OK,16970,4919,
40049,Garvin ,OK,8878,1865,
40051,Grady ,OK,18538,4144,
40053,Grant ,OK,1916,280,
40055,Greer ,OK,1605,328,
40057,Harmon ,OK,747,177,
40059,Harper ,OK,1327,136,
40061,Haskell ,OK,4165,783,
40063,Hughes ,OK,3875,919,
40065,Jackson ,OK,6392,1646,
40067,Jefferson ,OK,2026,319,
40069,Johnston ,OK,3441,738,
40071,Kay ,OK,12834,4040,
40073,Kingfisher ,OK,5521,854,
40075,Kiowa ,OK,2673,699,
40077,Latimer ,OK,3437,762,
40079,Le Flore ,OK,15213,3299,
40081,Lincoln ,OK,12013,2609,
40083,Logan ,OK,15608,5455,
40085,Love ,OK,3305,711,
40087,McClain ,OK,15295,3582,
40089,McCurtain ,OK,9485,1858,
40091,McIntosh ,OK,6172,2031,
40093,Major ,OK,3084,320,
40095,Marshall ,OK,4891,1100,
40097,Mayes ,OK,12749,3581,
40099,Murray ,OK,4612,1156,
40101,Muskogee ,OK,16526,8027,
40103,Noble ,OK,3821,1003,
40105,Nowata ,OK,3610,712,
40107,Okfuskee ,OK,3058,896,
40109,Oklahoma ,OK,145050,141724,
40111,Okmulgee ,OK,9668,4357,
40113,Osage ,OK,14121,6002,
40115,Ottawa ,OK,8545,2686,
40117,Pawnee ,OK,5267,1363,
40119,Payne ,OK,17813,10904,
40121,Pittsburg ,OK,13851,3768,
40123,Pontotoc ,OK,10805,4117,
40125,Pottawatomie ,OK,20240,7275,
40127,Pushmataha ,OK,4016,668,
40129,Roger Mills ,OK,1629,168,
40131,Rogers ,OK,34031,9589,
40133,Seminole ,OK,6011,2150,
40135,Sequoyah ,OK,12113,3035,
40137,Stephens ,OK,15560,3154,
40139,Texas ,OK,4505,894,
40141,Tillman ,OK,2076,597,
40143,Tulsa ,OK,150574,108996,
40145,Wagoner ,OK,26165,8464,
40147,Washington ,OK,17076,5790,
40149,Washita ,OK,4086,598,
40151,Woods ,OK,2993,591,
40153,Woodward ,OK,6611,1005,
46003,Aurora ,SD,1052,317,
46005,Beadle ,SD,4808,2107,
46007,Bennett ,SD,694,466,
46009,Bon Homme ,SD,2235,721,
46011,Brookings ,SD,8000,6110,
46013,Brown ,SD,10580,6538,
46015,Brule ,SD,1750,673,
46017,Buffalo ,SD,183,352,
46019,Butte ,SD,3731,939,
46021,Campbell ,SD,747,117,
46023,Charles Mix ,SD,2552,1177,
46025,Clark ,SD,1373,437,
46027,Clay ,SD,2456,3083,
46029,Codington ,SD,8958,3837,
46031,Corson ,SD,647,622,
46033,Custer ,SD,3852,1522,
46035,Davison ,SD,5613,2648,
46037,Day ,SD,1869,1052,
46039,Deuel ,SD,1699,609,
46041,Dewey ,SD,790,1131,
46043,Douglas ,SD,1468,216,
46045,Edmunds ,SD,1538,417,
46047,Fall River ,SD,2878,1053,
46049,Faulk ,SD,964,198,
46051,Grant ,SD,2618,1056,
46053,Gregory ,SD,1771,455,
46055,Haakon ,SD,1026,105,
46057,Hamlin ,SD,2372,647,
46059,Hand ,SD,1433,373,
46061,Hanson ,SD,1793,557,
46063,Harding ,SD,748,49,
46065,Hughes ,SD,5522,2953,
46067,Hutchinson ,SD,2944,762,
46069,Hyde ,SD,564,136,
46071,Jackson ,SD,738,359,
46073,Jerauld ,SD,721,270,
46075,Jones ,SD,498,90,
46077,Kingsbury ,SD,1904,819,
46079,Lake ,SD,3681,2068,
46081,Lawrence ,SD,8753,4537,
46083,Lincoln ,SD,19617,11981,
46085,Lyman ,SD,1042,525,
46087,McCook ,SD,2068,769,
46089,McPherson ,SD,1075,222,
46091,Marshall ,SD,1287,858,
46093,Meade ,SD,9875,3285,
46095,Mellette ,SD,449,298,
46097,Miner ,SD,787,320,
46099,Minnehaha ,SD,49249,40482,
46101,Moody ,SD,1951,1179,
46113,Oglala Lakota ,SD,297,2829,
46103,Pennington ,SD,35063,20606,
46105,Perkins ,SD,1401,239,
46107,Potter ,SD,1139,227,
46109,Roberts ,SD,2404,1828,
